ID,collection_date,location
M-11992,2023-08-11,VNM
M-11993,2023-08-11,VNM
M-11994,2023-08-11,LAO
M-11995,2023-08-11,THA
M-11996,2023-08-11,VNM
M-11997,2023-08-11,VNM
M-11998,2023-08-10,VNM
M-11999,2023-08-11,VNM
M-12000,2023-08-11,VNM
M-12001,2023-08-11,VNM
M-12002,2023-08-11,VNM
M-12003,2023-08-11,VNM
M-12004,2023-08-11,VNM
M-12005,2023-08-11,VNM
M-12006,2023-08-11,VNM
M-12007,2023-08-11,VNM
M-12008,2023-08-11,VNM
M-12009,2023-08-11,VNM
M-12010,2023-08-11,VNM
M-12011,2023-08-11,VNM
M-12012,2023-08-11,VNM
M-12013,2023-08-11,VNM
M-12014,2023-08-10,THA
M-12015,2023-08-11,VNM
M-12016,2023-08-10,KHM
M-12017,2023-08-11,KHM
M-12018,2023-08-11,VNM
M-12019,2023-08-10,VNM
M-12020,2023-08-10,VNM
M-12021,2023-08-11,VNM
M-12022,2023-08-11,VNM
M-12023,2023-08-11,VNM
M-12024,2023-08-11,THA
M-12025,2023-08-11,THA
M-12026,2023-08-11,VNM
M-12027,2023-08-11,VNM
M-12028,2023-08-11,VNM
M-12029,2023-08-10,VNM
M-12030,2023-08-11,VNM
M-12031,2023-08-10,VNM
M-12032,2023-08-11,VNM
M-12033,2023-08-10,VNM
M-12034,2023-08-11,VNM
M-12035,2023-08-11,VNM
M-12036,2023-08-11,VNM
M-12037,2023-08-11,VNM
M-12038,2023-08-10,VNM
M-12039,2023-08-11,VNM
M-12040,2023-08-11,VNM
M-12041,2023-08-11,VNM
M-12042,2023-08-11,VNM
M-12043,2023-08-11,VNM
M-12044,2023-08-11,VNM
M-12045,2023-08-10,VNM
M-12046,2023-08-11,VNM
M-12047,2023-08-11,VNM
M-12048,2023-08-10,VNM
M-12049,2023-08-11,VNM
M-12050,2023-08-11,VNM
M-12051,2023-08-11,VNM
M-12052,2023-08-10,LAO
M-12053,2023-08-11,VNM
M-12054,2023-08-11,VNM
M-12055,2023-08-11,VNM
M-12056,2023-08-11,VNM
M-12057,2023-08-11,VNM
M-12058,2023-08-11,THA
M-12059,2023-08-11,VNM
M-12060,2023-08-11,VNM
M-12061,2023-08-11,VNM
M-12062,2023-08-11,VNM
M-12063,2023-08-11,VNM
M-12064,2023-08-11,THA
M-12065,2023-08-11,KHM
M-12066,2023-08-11,KHM
M-12067,2023-08-11,KHM
M-12068,2023-08-11,KHM
M-12069,2023-08-11,KHM
M-12070,2023-08-11,VNM
M-12071,2023-08-11,VNM
M-12072,2023-08-11,VNM
M-12073,2023-08-11,VNM
M-12074,2023-08-11,VNM
M-12075,2023-08-11,VNM
M-12076,2023-08-11,VNM
M-12077,2023-08-11,VNM
M-12078,2023-08-11,KHM
M-12079,2023-08-11,VNM
M-12080,2023-08-11,VNM
M-12081,2023-08-10,KHM
M-12082,2023-08-11,VNM
M-12083,2023-08-11,VNM
M-12084,2023-08-11,VNM
M-12085,2023-08-11,VNM
M-12086,2023-08-10,VNM
M-12087,2023-08-11,VNM
M-12088,2023-08-11,VNM
M-12089,2023-08-11,VNM
M-12090,2023-08-11,VNM
M-12091,2023-08-10,VNM
M-12092,2023-08-11,VNM
M-12093,2023-08-11,VNM
M-12094,2023-08-11,VNM
M-12095,2023-08-11,VNM
M-12096,2023-08-11,VNM
M-12097,2023-08-11,VNM
M-12098,2023-08-10,VNM
M-12099,2023-08-11,VNM
M-12100,2023-08-11,VNM
M-12101,2023-08-10,VNM
M-12102,2023-08-11,VNM
M-12103,2023-08-11,VNM
M-12104,2023-08-11,THA
M-12105,2023-08-11,THA
M-12106,2023-08-11,KHM
M-12107,2023-08-11,VNM
M-12108,2023-08-11,VNM
M-12109,2023-08-11,VNM
M-12110,2023-08-11,VNM
M-12111,2023-08-11,VNM
M-12112,2023-08-11,VNM
M-12113,2023-08-11,VNM
M-12114,2023-08-11,VNM
M-12115,2023-08-11,VNM
M-12116,2023-08-11,VNM
M-12117,2023-08-11,VNM
M-12118,2023-08-11,VNM
M-12119,2023-08-11,VNM
M-12120,2023-08-11,THA
M-12121,2023-08-11,THA
M-12122,2023-08-11,VNM
M-12123,2023-08-11,VNM
M-12124,2023-08-11,VNM
M-12125,2023-08-11,VNM
M-12126,2023-08-11,VNM
M-12127,2023-08-10,VNM
M-12128,2023-08-11,VNM
M-12129,2023-08-11,VNM
M-12130,2023-08-11,VNM
M-12131,2023-08-11,THA
M-12132,2023-08-11,THA
M-12133,2023-08-11,THA
M-12134,2023-08-11,THA
M-12135,2023-08-10,VNM
M-12136,2023-08-11,VNM
M-12137,2023-08-11,LAO
M-12138,2023-08-11,VNM
M-12139,2023-08-11,KHM
M-12140,2023-08-11,VNM
M-12141,2023-08-11,THA
M-12142,2023-08-11,VNM
M-12143,2023-08-11,VNM
M-12144,2023-08-11,VNM
M-12145,2023-08-11,VNM
M-12146,2023-08-11,VNM
M-12147,2023-08-11,VNM
M-12148,2023-08-11,VNM
M-12149,2023-08-11,VNM
M-12150,2023-08-11,VNM
M-12151,2023-08-10,VNM
M-12152,2023-08-11,VNM
M-12153,2023-08-11,VNM
M-12154,2023-08-11,LAO
M-12155,2023-08-11,VNM
M-12156,2023-08-11,VNM
M-12157,2023-08-11,KHM
M-12158,2023-08-11,VNM
M-12159,2023-08-11,VNM
M-12160,2023-08-11,THA
M-12161,2023-08-11,VNM
M-12162,2023-08-10,VNM
M-12163,2023-08-10,VNM
M-12164,2023-08-11,VNM
M-12165,2023-08-11,VNM
M-12166,2023-08-11,VNM
M-12167,2023-08-11,VNM
M-12168,2023-08-11,VNM
M-12169,2023-08-10,VNM
M-12170,2023-08-11,VNM
M-12171,2023-08-10,VNM
M-12172,2023-08-11,VNM
M-12173,2023-08-11,VNM
M-12174,2023-08-11,VNM
M-12175,2023-08-11,VNM
M-12176,2023-08-11,VNM
M-12177,2023-08-11,VNM
M-12178,2023-08-11,VNM
M-12179,2023-08-11,VNM
M-12180,2023-08-11,VNM
M-12181,2023-08-11,VNM
M-12182,2023-08-11,THA
M-12183,2023-08-11,KHM
M-12184,2023-08-11,VNM
M-12185,2023-08-11,VNM
M-12186,2023-08-11,VNM
M-12187,2023-08-11,VNM
M-12188,2023-08-11,VNM
M-12189,2023-08-11,VNM
M-12190,2023-08-11,VNM
M-12191,2023-08-11,VNM
M-12192,2023-08-11,VNM
M-12193,2023-08-11,VNM
M-12194,2023-08-10,THA
M-12195,2023-08-11,KHM
M-12196,2023-08-10,KHM
M-12197,2023-08-10,VNM
M-12198,2023-08-11,VNM
M-12199,2023-08-11,CHN
M-12200,2023-08-10,VNM
M-12201,2023-08-11,VNM
M-12202,2023-08-11,VNM
M-12203,2023-08-11,VNM
M-12204,2023-08-10,VNM
M-12205,2023-08-11,VNM
M-12206,2023-08-11,VNM
M-12207,2023-08-11,VNM
M-12208,2023-08-11,VNM
M-12209,2023-08-11,VNM
M-12210,2023-08-11,VNM
M-12211,2023-08-11,VNM
M-12212,2023-08-11,VNM
M-12213,2023-08-11,VNM
M-12214,2023-08-11,VNM
M-12215,2023-08-11,VNM
M-12216,2023-08-11,VNM
M-12217,2023-08-10,VNM
M-12218,2023-08-10,VNM
M-12219,2023-08-11,VNM
M-12220,2023-08-11,VNM
M-12221,2023-08-11,VNM
M-12222,2023-08-11,VNM
M-12223,2023-08-11,VNM
M-12224,2023-08-11,VNM
M-12225,2023-08-11,VNM
M-12226,2023-08-11,VNM
M-12227,2023-08-11,VNM
M-12228,2023-08-11,VNM
M-12229,2023-08-10,VNM
M-12230,2023-08-11,VNM
M-12231,2023-08-10,KHM
M-12232,2023-08-11,KHM
M-12233,2023-08-11,THA
M-12234,2023-08-10,VNM
M-12235,2023-08-11,VNM
M-12236,2023-08-11,KHM
M-12237,2023-08-11,VNM
M-12238,2023-08-11,VNM
M-12239,2023-08-11,VNM
M-12240,2023-08-11,VNM
M-12241,2023-08-11,VNM
M-12242,2023-08-11,KHM
M-12243,2023-08-10,VNM
M-12244,2023-08-11,VNM
M-12245,2023-08-10,VNM
M-12246,2023-08-11,VNM
M-12247,2023-08-11,VNM
M-12248,2023-08-11,VNM
M-12249,2023-08-11,VNM
M-12250,2023-08-11,VNM
M-12251,2023-08-11,VNM
M-12252,2023-08-11,VNM
M-12253,2023-08-11,VNM
M-12254,2023-08-11,VNM
M-12255,2023-08-11,KHM
M-12256,2023-08-11,VNM
M-12257,2023-08-11,VNM
M-12258,2023-08-11,VNM
M-12259,2023-08-11,VNM
M-12260,2023-08-11,VNM
M-12261,2023-08-11,VNM
M-12262,2023-08-11,VNM
M-12263,2023-08-11,VNM
M-12264,2023-08-11,VNM
M-12265,2023-08-11,VNM
M-12266,2023-08-11,VNM
M-12267,2023-08-11,VNM
M-12268,2023-08-10,VNM
M-12269,2023-08-11,VNM
M-12270,2023-08-10,VNM
M-12271,2023-08-11,VNM
M-12272,2023-08-11,VNM
M-12273,2023-08-11,VNM
M-12274,2023-08-10,VNM
M-12275,2023-08-11,VNM
M-12276,2023-08-11,VNM
M-12277,2023-08-11,VNM
M-12278,2023-08-11,VNM
M-12279,2023-08-11,VNM
M-12280,2023-08-11,VNM
M-12281,2023-08-10,VNM
M-12282,2023-08-11,KHM
M-12283,2023-08-11,VNM
M-12284,2023-08-11,VNM
M-12285,2023-08-11,VNM
M-12286,2023-08-11,VNM
M-12287,2023-08-11,VNM
M-12288,2023-08-11,VNM
M-12289,2023-08-11,LAO
M-12290,2023-08-11,LAO
M-12291,2023-08-11,LAO
M-12292,2023-08-11,VNM
M-12293,2023-08-11,VNM
M-12294,2023-08-11,VNM
M-12295,2023-08-11,VNM
M-12296,2023-08-11,VNM
M-12297,2023-08-11,VNM
M-12298,2023-08-11,VNM
M-12299,2023-08-11,VNM
M-12300,2023-08-11,VNM
M-12301,2023-08-11,VNM
M-12302,2023-08-11,VNM
M-12303,2023-08-11,VNM
M-12304,2023-08-11,VNM
M-12305,2023-08-11,VNM
M-12306,2023-08-11,VNM
M-12307,2023-08-11,VNM
M-12308,2023-08-10,VNM
M-12309,2023-08-11,VNM
M-12310,2023-08-10,VNM
M-12311,2023-08-11,VNM
M-12312,2023-08-11,VNM
M-12313,2023-08-11,VNM
M-12314,2023-08-11,VNM
M-12315,2023-08-11,VNM
M-12316,2023-08-11,VNM
M-12317,2023-08-10,VNM
M-12318,2023-08-11,VNM
M-12319,2023-08-11,VNM
M-12320,2023-08-11,VNM
M-12321,2023-08-11,CHN
M-12322,2023-08-11,VNM
M-12323,2023-08-10,VNM
M-12324,2023-08-11,VNM
M-12325,2023-08-11,THA
M-12326,2023-08-11,VNM
M-12327,2023-08-11,VNM
M-12328,2023-08-11,VNM
M-12329,2023-08-11,VNM
M-12330,2023-08-11,VNM
M-12331,2023-08-11,VNM
M-12332,2023-08-11,VNM
M-12333,2023-08-10,VNM
M-12334,2023-08-11,VNM
M-12335,2023-08-11,THA
M-12336,2023-08-10,VNM
M-12337,2023-08-10,VNM
M-12338,2023-08-11,VNM
M-12339,2023-08-11,VNM
M-12340,2023-08-11,VNM
M-12341,2023-08-11,VNM
M-12342,2023-08-11,VNM
M-12343,2023-08-10,VNM
M-12344,2023-08-11,VNM
M-12345,2023-08-11,VNM
M-12346,2023-08-11,VNM
M-12347,2023-08-11,VNM
M-12348,2023-08-11,VNM
M-12349,2023-08-11,THA
M-12350,2023-08-11,CHN
M-12351,2023-08-11,CHN
M-12352,2023-08-11,VNM
M-12353,2023-08-10,VNM
M-12354,2023-08-10,KHM
M-12355,2023-08-11,KHM
M-12356,2023-08-11,KHM
M-12357,2023-08-11,VNM
M-12358,2023-08-11,LAO
M-12359,2023-08-11,LAO
M-12360,2023-08-11,VNM
M-12361,2023-08-11,THA
M-12362,2023-08-11,VNM
M-12363,2023-08-10,LAO
M-12364,2023-08-11,LAO
M-12365,2023-08-11,VNM
M-12366,2023-08-11,VNM
M-12367,2023-08-10,VNM
M-12368,2023-08-11,VNM
M-12369,2023-08-11,VNM
M-12370,2023-08-11,VNM
M-12371,2023-08-11,VNM
M-12372,2023-08-11,VNM
M-12373,2023-08-10,VNM
M-12374,2023-08-11,KHM
M-12375,2023-08-11,VNM
M-12376,2023-08-11,VNM
M-12377,2023-08-11,VNM
M-12378,2023-08-11,VNM
M-12379,2023-08-11,THA
M-12380,2023-08-11,VNM
M-12381,2023-08-10,VNM
M-12382,2023-08-11,VNM
M-12383,2023-08-11,VNM
M-12384,2023-08-10,VNM
M-12385,2023-08-11,VNM
M-12386,2023-08-10,VNM
M-12387,2023-08-11,VNM
M-12388,2023-08-10,KHM
M-12389,2023-08-11,KHM
M-12390,2023-08-11,KHM
M-12391,2023-08-11,VNM
M-12392,2023-08-11,VNM
M-12393,2023-08-11,VNM
M-12394,2023-08-11,VNM
M-12395,2023-08-10,VNM
M-12396,2023-08-10,VNM
M-12397,2023-08-11,VNM
M-12398,2023-08-11,VNM
M-12399,2023-08-11,VNM
M-12400,2023-08-11,KHM
M-12401,2023-08-11,KHM
M-12402,2023-08-11,KHM
M-12403,2023-08-11,VNM
M-12404,2023-08-10,VNM
M-12405,2023-08-10,KHM
M-12406,2023-08-10,KHM
M-12407,2023-08-10,KHM
M-12408,2023-08-11,VNM
M-12409,2023-08-11,VNM
M-12410,2023-08-11,VNM
M-12411,2023-08-11,VNM
M-12412,2023-08-10,VNM
M-12413,2023-08-11,VNM
M-12414,2023-08-11,VNM
M-12415,2023-08-11,VNM
M-12416,2023-08-11,THA
M-12417,2023-08-11,THA
M-12418,2023-08-11,THA
M-12419,2023-08-10,VNM
M-12420,2023-08-11,VNM
M-12421,2023-08-11,VNM
M-12422,2023-08-11,VNM
M-12423,2023-08-11,KHM
M-12424,2023-08-11,VNM
M-12425,2023-08-11,VNM
M-12426,2023-08-11,VNM
M-12427,2023-08-10,VNM
M-12428,2023-08-11,VNM
M-12429,2023-08-11,VNM
M-12430,2023-08-11,KHM
M-12431,2023-08-11,VNM
M-12432,2023-08-11,VNM
M-12433,2023-08-10,VNM
M-12434,2023-08-11,VNM
M-12435,2023-08-11,VNM
M-12436,2023-08-11,VNM
M-12437,2023-08-11,VNM
M-12438,2023-08-11,VNM
M-12439,2023-08-11,VNM
M-12440,2023-08-11,VNM
M-12441,2023-08-10,VNM
M-12442,2023-08-11,VNM
M-12443,2023-08-11,VNM
M-12444,2023-08-11,VNM
M-12445,2023-08-11,VNM
M-12446,2023-08-11,VNM
M-12447,2023-08-11,VNM
M-12448,2023-08-10,VNM
M-12449,2023-08-11,VNM
M-12450,2023-08-11,VNM
M-12451,2023-08-11,VNM
M-12452,2023-08-11,VNM
M-12453,2023-08-11,VNM
M-12454,2023-08-10,VNM
M-12455,2023-08-11,VNM
M-12456,2023-08-10,KHM
M-12457,2023-08-10,VNM
M-12458,2023-08-11,VNM
M-12459,2023-08-11,VNM
M-12460,2023-08-10,VNM
M-12461,2023-08-11,KHM
M-12462,2023-08-11,VNM
M-12463,2023-08-11,VNM
M-12464,2023-08-10,THA
M-12465,2023-08-11,VNM
M-12466,2023-08-11,VNM
M-12467,2023-08-11,VNM
M-12468,2023-08-11,KHM
M-12469,2023-08-11,VNM
M-12470,2023-08-10,VNM
M-12471,2023-08-11,VNM
M-12472,2023-08-11,VNM
M-12473,2023-08-11,VNM
M-12474,2023-08-11,KHM
M-12475,2023-08-10,KHM
M-12476,2023-08-11,VNM
M-12477,2023-08-11,VNM
M-12478,2023-08-11,VNM
M-12479,2023-08-10,VNM
M-12480,2023-08-11,VNM
M-12481,2023-08-11,VNM
M-12482,2023-08-11,VNM
M-12483,2023-08-11,VNM
M-12484,2023-08-11,THA
M-12485,2023-08-11,THA
M-12486,2023-08-11,VNM
M-12487,2023-08-11,VNM
M-12488,2023-08-11,VNM
M-12489,2023-08-11,VNM
M-12490,2023-08-11,VNM
M-12491,2023-08-11,VNM
M-12492,2023-08-10,VNM
M-12493,2023-08-11,VNM
M-12494,2023-08-11,VNM
M-12495,2023-08-11,VNM
M-12496,2023-08-11,VNM
M-12497,2023-08-11,VNM
M-12498,2023-08-11,VNM
M-12499,2023-08-11,VNM
M-12500,2023-08-11,VNM
M-12501,2023-08-11,VNM
M-12502,2023-08-11,VNM
M-12503,2023-08-11,VNM
M-12504,2023-08-11,VNM
M-12505,2023-08-11,VNM
M-12506,2023-08-11,THA
M-12507,2023-08-11,THA
M-12508,2023-08-10,VNM
M-12509,2023-08-11,VNM
M-12510,2023-08-11,KHM
M-12511,2023-08-10,KHM
M-12512,2023-08-11,KHM
M-12513,2023-08-11,VNM
M-12514,2023-08-11,VNM
M-12515,2023-08-11,VNM
M-12516,2023-08-10,VNM
M-12517,2023-08-11,VNM
M-12518,2023-08-11,VNM
M-12519,2023-08-11,THA
M-12520,2023-08-11,THA
M-12521,2023-08-11,VNM
M-12522,2023-08-11,VNM
M-12523,2023-08-11,VNM
M-12524,2023-08-10,VNM
M-12525,2023-08-11,VNM
M-12526,2023-08-11,VNM
M-12527,2023-08-11,VNM
M-12528,2023-08-11,VNM
M-12529,2023-08-10,VNM
M-12530,2023-08-10,VNM
M-12531,2023-08-11,VNM
M-12532,2023-08-11,KHM
M-12533,2023-08-11,VNM
M-12534,2023-08-11,VNM
M-12535,2023-08-11,VNM
M-12536,2023-08-10,VNM
M-12537,2023-08-11,VNM
M-12538,2023-08-11,VNM
M-12539,2023-08-11,VNM
M-12540,2023-08-11,CHN
M-12541,2023-08-11,VNM
M-12542,2023-08-11,VNM
M-12543,2023-08-10,VNM
M-12544,2023-08-11,VNM
M-12545,2023-08-11,VNM
M-12546,2023-08-11,VNM
M-12547,2023-08-10,VNM
M-12548,2023-08-11,VNM
M-12549,2023-08-11,VNM
M-12550,2023-08-10,VNM
M-12551,2023-08-11,VNM
M-12552,2023-08-11,THA
M-12553,2023-08-11,KHM
M-12554,2023-08-11,VNM
M-12555,2023-08-11,VNM
M-12556,2023-08-11,VNM
M-12557,2023-08-10,VNM
M-12558,2023-08-11,THA
M-12559,2023-08-11,THA
M-12560,2023-08-11,VNM
M-12561,2023-08-11,VNM
M-12562,2023-08-11,VNM
M-12563,2023-08-11,VNM
M-12564,2023-08-11,VNM
M-12565,2023-08-11,VNM
M-12566,2023-08-11,VNM
M-12567,2023-08-11,VNM
M-12568,2023-08-11,VNM
M-12569,2023-08-10,VNM
M-12570,2023-08-11,VNM
M-12571,2023-08-11,KHM
M-12572,2023-08-11,KHM
M-12573,2023-08-11,LAO
M-12574,2023-08-11,LAO
M-12575,2023-08-11,VNM
M-12576,2023-08-11,VNM
M-12577,2023-08-11,VNM
M-12578,2023-08-11,VNM
M-12579,2023-08-11,THA
M-12580,2023-08-10,VNM
M-12581,2023-08-11,VNM
M-12582,2023-08-11,VNM
M-12583,2023-08-11,VNM
M-12584,2023-08-11,KHM
M-12585,2023-08-11,VNM
M-12586,2023-08-11,VNM
M-12587,2023-08-11,VNM
M-12588,2023-08-11,VNM
M-12589,2023-08-11,VNM
M-12590,2023-08-10,VNM
M-12591,2023-08-11,VNM
M-12592,2023-08-11,VNM
M-12593,2023-08-11,VNM
M-12594,2023-08-11,VNM
M-12595,2023-08-11,VNM
M-12596,2023-08-11,VNM
M-12597,2023-08-10,VNM
M-12598,2023-08-11,KHM
M-12599,2023-08-10,VNM
M-12600,2023-08-11,VNM
M-12601,2023-08-11,VNM
M-12602,2023-08-11,VNM
M-12603,2023-08-11,VNM
M-12604,2023-08-10,VNM
M-12605,2023-08-11,VNM
M-12606,2023-08-11,VNM
M-12607,2023-08-11,VNM
M-12608,2023-08-11,VNM
M-12609,2023-08-11,KHM
M-12610,2023-08-11,KHM
M-12611,2023-08-10,VNM
M-12612,2023-08-11,VNM
M-12613,2023-08-10,KHM
M-12614,2023-08-11,THA
M-12615,2023-08-11,VNM
M-12616,2023-08-11,THA
M-12617,2023-08-11,VNM
M-12618,2023-08-11,VNM
M-12619,2023-08-11,VNM
M-12620,2023-08-11,VNM
M-12621,2023-08-11,VNM
M-12622,2023-08-11,VNM
M-12623,2023-08-10,VNM
M-12624,2023-08-11,VNM
M-12625,2023-08-11,VNM
M-12626,2023-08-11,VNM
M-12627,2023-08-11,VNM
M-12628,2023-08-10,VNM
M-12629,2023-08-10,VNM
M-12630,2023-08-11,VNM
M-12631,2023-08-11,VNM
M-12632,2023-08-11,VNM
M-12633,2023-08-11,VNM
M-12634,2023-08-11,THA
M-12635,2023-08-10,VNM
M-12636,2023-08-11,KHM
M-12637,2023-08-11,VNM
M-12638,2023-08-11,VNM
M-12639,2023-08-10,VNM
M-12640,2023-08-10,VNM
M-12641,2023-08-11,VNM
M-12642,2023-08-11,VNM
M-12643,2023-08-11,VNM
M-12644,2023-08-11,VNM
M-12645,2023-08-11,VNM
M-12646,2023-08-11,VNM
M-12647,2023-08-11,VNM
M-12648,2023-08-11,VNM
M-12649,2023-08-11,VNM
M-12650,2023-08-11,VNM
M-12651,2023-08-11,VNM
M-12652,2023-08-11,VNM
M-12653,2023-08-10,VNM
M-12654,2023-08-11,VNM
M-12655,2023-08-11,VNM
M-12656,2023-08-11,VNM
M-12657,2023-08-11,VNM
M-12658,2023-08-11,THA
M-12659,2023-08-11,THA
M-12660,2023-08-10,VNM
M-12661,2023-08-11,VNM
M-12662,2023-08-11,THA
M-12663,2023-08-11,THA
M-12664,2023-08-11,VNM
M-12665,2023-08-11,THA
M-12666,2023-08-10,VNM
M-12667,2023-08-11,VNM
M-12668,2023-08-10,VNM
M-12669,2023-08-11,VNM
M-12670,2023-08-11,VNM
M-12671,2023-08-11,VNM
M-12672,2023-08-11,VNM
M-12673,2023-08-11,VNM
M-12674,2023-08-11,VNM
M-12675,2023-08-11,VNM
M-12676,2023-08-11,VNM
M-12677,2023-08-11,VNM
M-12678,2023-08-11,VNM
M-12679,2023-08-11,VNM
M-12680,2023-08-11,VNM
M-12681,2023-08-11,VNM
M-12682,2023-08-11,VNM
M-12683,2023-08-11,VNM
M-12684,2023-08-11,VNM
M-12685,2023-08-11,VNM
M-12686,2023-08-11,VNM
M-12687,2023-08-11,VNM
M-12688,2023-08-10,KHM
M-12689,2023-08-11,KHM
M-12690,2023-08-11,VNM
M-12691,2023-08-10,KHM
M-12692,2023-08-10,KHM
M-12693,2023-08-11,KHM
M-12694,2023-08-11,VNM
M-12695,2023-08-10,LAO
M-12696,2023-08-11,VNM
M-12697,2023-08-11,VNM
M-12698,2023-08-10,VNM
M-12699,2023-08-10,VNM
M-12700,2023-08-11,VNM
M-12701,2023-08-11,VNM
M-12702,2023-08-11,VNM
M-12703,2023-08-11,VNM
M-12704,2023-08-10,VNM
M-12705,2023-08-10,VNM
M-12706,2023-08-11,VNM
M-12707,2023-08-11,VNM
M-12708,2023-08-11,VNM
M-12709,2023-08-11,VNM
M-12710,2023-08-11,VNM
M-12711,2023-08-11,VNM
M-12712,2023-08-11,VNM
M-12713,2023-08-11,VNM
M-12714,2023-08-11,VNM
M-12715,2023-08-11,VNM
M-12716,2023-08-11,LAO
M-12717,2023-08-11,LAO
M-12718,2023-08-10,VNM
M-12719,2023-08-10,VNM
M-12720,2023-08-11,VNM
M-12721,2023-08-11,CHN
M-12722,2023-08-10,VNM
M-12723,2023-08-10,VNM
M-12724,2023-08-10,THA
M-12725,2023-08-10,THA
M-12726,2023-08-11,THA
M-12727,2023-08-11,THA
M-12728,2023-08-10,VNM
M-12729,2023-08-10,VNM
M-12730,2023-08-10,VNM
M-12731,2023-08-11,VNM
M-12732,2023-08-11,VNM
M-12733,2023-08-11,VNM
M-12734,2023-08-11,VNM
M-12735,2023-08-11,VNM
M-12736,2023-08-11,VNM
M-12737,2023-08-11,VNM
M-12738,2023-08-11,VNM
M-12739,2023-08-11,KHM
M-12740,2023-08-11,KHM
M-12741,2023-08-11,VNM
M-12742,2023-08-11,THA
M-12743,2023-08-11,VNM
M-12744,2023-08-10,VNM
M-12745,2023-08-11,VNM
M-12746,2023-08-11,VNM
M-12747,2023-08-11,VNM
M-12748,2023-08-11,VNM
M-12749,2023-08-11,VNM
M-12750,2023-08-11,VNM
M-12751,2023-08-11,VNM
M-12752,2023-08-11,VNM
M-12753,2023-08-11,THA
M-12754,2023-08-11,VNM
M-12755,2023-08-11,VNM
M-12756,2023-08-11,VNM
M-12757,2023-08-11,KHM
M-12758,2023-08-10,KHM
M-12759,2023-08-10,VNM
M-12760,2023-08-11,VNM
M-12761,2023-08-11,VNM
M-12762,2023-08-11,KHM
M-12763,2023-08-11,VNM
M-12764,2023-08-11,VNM
M-12765,2023-08-11,VNM
M-12766,2023-08-10,VNM
M-12767,2023-08-11,VNM
M-12768,2023-08-11,LAO
M-12769,2023-08-11,VNM
M-12770,2023-08-11,KHM
M-12771,2023-08-11,KHM
M-12772,2023-08-11,VNM
M-12773,2023-08-11,VNM
M-12774,2023-08-10,VNM
M-12775,2023-08-11,VNM
M-12776,2023-08-11,VNM
M-12777,2023-08-11,VNM
M-12778,2023-08-11,VNM
M-12779,2023-08-10,VNM
M-12780,2023-08-11,VNM
M-12781,2023-08-11,KHM
M-12782,2023-08-11,VNM
M-12783,2023-08-11,VNM
M-12784,2023-08-11,VNM
M-12785,2023-08-11,VNM
M-12786,2023-08-11,VNM
M-12787,2023-08-11,VNM
M-12788,2023-08-11,VNM
M-12789,2023-08-11,VNM
M-12790,2023-08-11,VNM
M-12791,2023-08-11,KHM
M-12792,2023-08-10,KHM
M-12793,2023-08-10,KHM
M-12794,2023-08-10,VNM
M-12795,2023-08-11,VNM
M-12796,2023-08-11,VNM
M-12797,2023-08-11,VNM
M-12798,2023-08-11,VNM
M-12799,2023-08-10,VNM
M-12800,2023-08-11,VNM
M-12801,2023-08-11,VNM
M-12802,2023-08-11,KHM
M-12803,2023-08-11,VNM
M-12804,2023-08-11,VNM
M-12805,2023-08-10,VNM
M-12806,2023-08-10,VNM
M-12807,2023-08-11,VNM
M-12808,2023-08-11,VNM
M-12809,2023-08-11,VNM
M-12810,2023-08-10,VNM
M-12811,2023-08-11,VNM
M-12812,2023-08-11,LAO
M-12813,2023-08-11,LAO
M-12814,2023-08-11,VNM
M-12815,2023-08-11,VNM
M-12816,2023-08-11,VNM
M-12817,2023-08-11,VNM
M-12818,2023-08-11,VNM
M-12819,2023-08-11,VNM
M-12820,2023-08-11,VNM
M-12821,2023-08-11,VNM
M-12822,2023-08-11,VNM
M-12823,2023-08-11,THA
M-12824,2023-08-11,VNM
M-12825,2023-08-11,KHM
M-12826,2023-08-11,KHM
M-12827,2023-08-11,VNM
M-12828,2023-08-11,VNM
M-12829,2023-08-10,VNM
M-12830,2023-08-11,KHM
M-12831,2023-08-11,VNM
M-12832,2023-08-11,VNM
M-12833,2023-08-11,VNM
M-12834,2023-08-11,VNM
M-12835,2023-08-11,VNM
M-12836,2023-08-11,VNM
M-12837,2023-08-11,KHM
M-12838,2023-08-11,VNM
M-12839,2023-08-11,VNM
M-12840,2023-08-10,VNM
M-12841,2023-08-11,VNM
M-12842,2023-08-11,VNM
M-12843,2023-08-11,THA
M-12844,2023-08-11,THA
M-12845,2023-08-11,VNM
M-12846,2023-08-11,VNM
M-12847,2023-08-11,THA
M-12848,2023-08-11,VNM
M-12849,2023-08-11,VNM
M-12850,2023-08-11,VNM
M-12851,2023-08-11,VNM
M-12852,2023-08-11,VNM
M-12853,2023-08-11,VNM
M-12854,2023-08-11,VNM
M-12855,2023-08-11,VNM
M-12856,2023-08-11,VNM
M-12857,2023-08-11,VNM
M-12858,2023-08-11,VNM
M-12859,2023-08-11,THA
M-12860,2023-08-11,VNM
M-12861,2023-08-11,VNM
M-12862,2023-08-11,VNM
M-12863,2023-08-11,VNM
M-12864,2023-08-11,VNM
M-12865,2023-08-11,VNM
M-12866,2023-08-11,VNM
M-12867,2023-08-11,VNM
M-12868,2023-08-11,VNM
